"selection1_name","selection1_url","selection1_price"
"Teletubbies 12"" Playskool Non-talking Stuffed Plush Yellow Talking Laa Laa Doll","https://www.ebay.com/itm/Teletubbies-12-Playskool-Non-talking-Stuffed-Plush-Yellow-Talking-Laa-Laa-Doll/174062284030?epid=1600081146&hash=item2886ebacfe:g:v5MAAOSwnWpb44KC","$24.99"
"Eden Teletubbies Plush 1998 Tinky Winky Dipsy Po","https://www.ebay.com/itm/Eden-Teletubbies-Plush-1998-Tinky-Winky-Dipsy-Po/303125666840?epid=1122622188&hash=item4693b29c18:g:CPIAAOSwZ11acmAE","$19.99"
"Teletubbies Plush Dancing Po Singing Talking Poseable Red Music","https://www.ebay.com/itm/Teletubbies-Plush-Dancing-Po-Singing-Talking-Poseable-Red-Music/123681025039?hash=item1ccbf6ac0f:g:-a4AAOSwI7Fb~yS6","$44.95"
"Teletubbies Po Plush 7” Sitting Red Baby Sunshine Belly Screen 2003 Ragdoll","https://www.ebay.com/itm/Teletubbies-Po-Plush-7-Sitting-Red-Baby-Sunshine-Belly-Screen-2003-Ragdoll/323910269081?hash=item4b6a8e7899:g:IqgAAOSw6-Nddr92","$15.97"
"Avon Teletubbies Plush with Clip - Dipsy","https://www.ebay.com/itm/Avon-Teletubbies-Plush-with-Clip-Dipsy/113196620280?epid=1238774094&hash=item1a5b0b59f8:g:MNsAAOSwuHpbb2si","$14.95"
"PLAY ALONG STUFFED PLUSH 2003 TELETUBBIES YELLOW LA LA LAA LAA BEAN BAG TOY 8""","https://www.ebay.com/itm/PLAY-ALONG-STUFFED-PLUSH-2003-TELETUBBIES-YELLOW-LA-LA-LAA-LAA-BEAN-BAG-TOY-8/292701839133?hash=item4426639f1d:g:~~4AAOSwtRBbhgMp","$16.99"
"Teletubbies Lullaby Laa-Laa Musical Night Light Soft Toy - New","https://www.ebay.com/itm/Teletubbies-Lullaby-Laa-Laa-Musical-Night-Light-Soft-Toy-New/143368129762?hash=item2161680ce2:g:OZAAAOSwoxVdZ~a2","$27.95"
"ORIGINAL 1998 TALKING TELETUBBIE Plush PO Playskool Doll","https://www.ebay.com/itm/ORIGINAL-1998-TALKING-TELETUBBIE-Plush-PO-Playskool-Doll/293039769878?hash=item443a880916:g:gqUAAOSwgyxWVh~l","$24.99"
"Vintage 1998 Hasbro Playskool Red Teletubbies PO 12-Inch 90s Plush Stuffed Toy","https://www.ebay.com/itm/Vintage-1998-Hasbro-Playskool-Red-Teletubbies-PO-12-Inch-90s-Plush-Stuffed-Toy/153654987835?hash=item23c68d0c3b:g:8FMAAOSwJBddiTio:sc:USPSPriority!14221!US!-1","$9.90"
"Teletubbies Plush Dipsy 1998 Green Eden Toys NEW With Tags!!","https://www.ebay.com/itm/Teletubbies-Plush-Dipsy-1998-Green-Eden-Toys-NEW-With-Tags/254389923929?hash=item3b3ad23059:g:vMoAAOSwRCJdpePn","$14.99"
"1998 Playskool ~ Teletubbies ~ 16"" Plush Talking Po ~","https://www.ebay.com/itm/1998-Playskool-Teletubbies-16-Plush-Talking-Po/312814414077?hash=item48d53128fd:g:LzwAAOSwGFZcbd0m:sc:USPSPriority!14221!US!-1","$9.97"
"8"" Tall TELETUBBIES PO Clip On 1999 NEW Sealed Red TV Character Plush Vtg 90s","https://www.ebay.com/itm/8-Tall-TELETUBBIES-PO-Clip-On-1999-NEW-Sealed-Red-TV-Character-Plush-Vtg-90s/113702661337?hash=item1a7934ecd9:g:XQsAAOSwXY5ZUQUb:sc:USPSFirstClass!14221!US!-1","$16.36"
"PLAYSKOOL VTG 1999 TELETUBBIES GREEN SOFT STUFFED PLUSH DOLL 6''","https://www.ebay.com/itm/PLAYSKOOL-VTG-1999-TELETUBBIES-GREEN-SOFT-STUFFED-PLUSH-DOLL-6/113883832456?hash=item1a84016088:g:mMsAAOSwowxdd-67","$8.90"
"Teletubbies Po Red & Yellow Stuffed plush laughing 2016 EUC 14"" Talking EUC FS","https://www.ebay.com/itm/Teletubbies-Po-Red-Yellow-Stuffed-plush-laughing-2016-EUC-14-Talking-EUC-FS/283585970545?_trkparms=ispr%3D1&hash=item42070a8171:g:FHcAAOSwMnJdWyl0&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXvZUeJip8b6HA87I7OEoRlS2URVSDDalQGvU0nhkp9m6Dyr3jfRldHyS%2FWOS53h6akDm6NBmTYTiYSWpdlJzqopQl%2Btg%2Fh9%2FmNxk12bTWZ%2BhqIlzgr%2FP2aui1KU%2FSL6Y86pdxoGyap2p1qDelppOcyPpYAQCfU8Q33gakSMtQBNH7db3qteqrkwmbkWzfsQIPpz277hb%2BM7iv869AF80SWxHrlcwMkOH4GETCi9oLI63STDNa4v9KCGrWk%2B74wrCQGzgNi5mUtYBriaZoBYijXPhMYqhWpyZIVmjXEtdUx8YzaKuATkuC8xIlA%2FDLWI2mWmUVDNyfbeK11jdPm%2F2kRRrVbG1omu7s1NHluts1N1dJYpCnbcrdB%2FhRlVMjSXhyJfapkmpw%2FMvdYIgUBJ6iHtIFI%2BNrXgFjM1QA010jF78wPH7erXLfOr9Xj9QLDRnsyzO%2FM6phVhIMSkT5V15wdMzi5mMvWyr7sRXkeDvZyg23PSPX9HlG9on3O1rVIBiLvcmkMMdZm05lBXNOYHcd0jJepC8A0sYSl0F2Aqh63OLb%2FLAwogEiDC3ctEniaIWh9e92yi5q2tME%2F1Ym0BDZUqj6Q%2B2ETYjrfL3aW1NKPX%2Fp6qkAO530ueFoCjlWIFyN3i40a7oOr72baojGoXRosRP5n8bFqufOUBTxw1S9COhKBYJTrac9kLWEET%2BkdOqtK0U0ceSZ1gQA6TKJlcxZ3qyUhsf5FeZo8bd46vVYJpw%3D%3D&checksum=283585970545de16909f0914407a982fca9a654cc4ce&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXvZUeJip8b6HA87I7OEoRlS2URVSDDalQGvU0nhkp9m6Dyr3jfRldHyS%2FWOS53h6akDm6NBmTYTiYSWpdlJzqopQl%2Btg%2Fh9%2FmNxk12bTWZ%2BhqIlzgr%2FP2aui1KU%2FSL6Y86pdxoGyap2p1qDelppOcyPpYAQCfU8Q33gakSMtQBNH7db3qteqrkwmbkWzfsQIPpz277hb%2BM7iv869AF80SWxHrlcwMkOH4GETCi9oLI63STDNa4v9KCGrWk%2B74wrCQGzgNi5mUtYBriaZoBYijXPhMYqhWpyZIVmjXEtdUx8YzaKuATkuC8xIlA%2FDLWI2mWmUVDNyfbeK11jdPm%2F2kRRrVbG1omu7s1NHluts1N1dJYpCnbcrdB%2FhRlVMjSXhyJfapkmpw%2FMvdYIgUBJ6iHtIFI%2BNrXgFjM1QA010jF78wPH7erXLfOr9Xj9QLDRnsyzO%2FM6phVhIMSkT5V15wdMzi5mMvWyr7sRXkeDvZyg23PSPX9HlG9on3O1rVIBiLvcmkMMdZm05lBXNOYHcd0jJepC8A0sYSl0F2Aqh63OLb%2FLAwogEiDC3ctEniaIWh9e92yi5q2tME%2F1Ym0BDZUqj6Q%2B2ETYjrfL3aW1NKPX%2Fp6qkAO530ueFoCjlWIFyN3i40a7oOr72baojGoXRosRP5n8bFqufOUBTxw1S9COhKBYJTrac9kLWEET%2BkdOqtK0U0ceSZ1gQA6TKJlcxZ3qyUhsf5FeZo8bd46vVYJpw%3D%3D&checksum=283585970545de16909f0914407a982fca9a654cc4ce","$27.99"
"Teletubbies Talking Laa-Laa Plush Yellow Playskool 1998 Vintage With Tags","https://www.ebay.com/itm/Teletubbies-Talking-Laa-Laa-Plush-Yellow-Playskool-1998-Vintage-With-Tags/233348553754?_trkparms=ispr%3D1&hash=item3654a85c1a:g:xt4AAOSwaTtdh5B1:sc:USPSFirstClass!14221!US!-1&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUCyF5uoCKvYE5rHtMjJH1q9P4qRQLHIjt4RUZcrwxFxtvbrJMM2lQMSToGK5F%2F1Ed2Rql4zNpoz5ubfCHq12%2Bdc6Mdz%2F87nmKcBfX%2FYZI3LwNzCX957164PkwhLwmX9QUBL%2BR3EU6h6w6p0RWP7%2FfS%2BpkUI48OfL3SgeiCl8CZl3f1lBR3EujLGDx84Ti0GL9KjVBgXavC1Dd109L9Wn%2B22PVf5zwRHpgTLKJTwZdJrjm28AZuIWn6uS5KFuk9C5D3O%2BW2nYckXE%2FAlewgz6QxwZ%2BREqUmDVgCe3EUUwYuJ5RMLH%2FN9%2FzYm2DLSCgHObhC914JFkdzzXIVZKyTxNRKl4wpAVKOSusr6YeRLDaIqJidEemFndpKgltol2BJIkmRlThU87rQUYYCm7%2FILsBVqeTGIZW%2FRhysVCOToskopDqEmy7D63q0uvaKryJNUoPLyHiQng3pIf2FzdUFC1XwRXUsqcXZhVz2iGaeN1b8J2MWWabgPtZ16KcJGHb1uYtODORkzXidT1FlxTJvtFLTEMoSUFpRbPxAVaPpl2QmPrIuwctZ6PE7WUnj1%2FIREOVW1LqqHNyDvT8Ih%2F%2B2FbN9td02j9p7ih0yEm%2BOpzD4S%2FrEU7PMthGNtXqVCjWdsmpV4fUmIR674Ec4n7AcPp2V4fDPMukGlcTJkCJ%2BdzXNqFnqC6KJLqmJfkZfCRgrGVhoCP%2BADAAQmjt8yiou22zESX9nf7KRpTGsHKeS9700Ig%3D%3D&checksum=233348553754de16909f0914407a982fca9a654cc4ce&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qUCyF5uoCKvYE5rHtMjJH1q9P4qRQLHIjt4RUZcrwxFxtvbrJMM2lQMSToGK5F%2F1Ed2Rql4zNpoz5ubfCHq12%2Bdc6Mdz%2F87nmKcBfX%2FYZI3LwNzCX957164PkwhLwmX9QUBL%2BR3EU6h6w6p0RWP7%2FfS%2BpkUI48OfL3SgeiCl8CZl3f1lBR3EujLGDx84Ti0GL9KjVBgXavC1Dd109L9Wn%2B22PVf5zwRHpgTLKJTwZdJrjm28AZuIWn6uS5KFuk9C5D3O%2BW2nYckXE%2FAlewgz6QxwZ%2BREqUmDVgCe3EUUwYuJ5RMLH%2FN9%2FzYm2DLSCgHObhC914JFkdzzXIVZKyTxNRKl4wpAVKOSusr6YeRLDaIqJidEemFndpKgltol2BJIkmRlThU87rQUYYCm7%2FILsBVqeTGIZW%2FRhysVCOToskopDqEmy7D63q0uvaKryJNUoPLyHiQng3pIf2FzdUFC1XwRXUsqcXZhVz2iGaeN1b8J2MWWabgPtZ16KcJGHb1uYtODORkzXidT1FlxTJvtFLTEMoSUFpRbPxAVaPpl2QmPrIuwctZ6PE7WUnj1%2FIREOVW1LqqHNyDvT8Ih%2F%2B2FbN9td02j9p7ih0yEm%2BOpzD4S%2FrEU7PMthGNtXqVCjWdsmpV4fUmIR674Ec4n7AcPp2V4fDPMukGlcTJkCJ%2BdzXNqFnqC6KJLqmJfkZfCRgrGVhoCP%2BADAAQmjt8yiou22zESX9nf7KRpTGsHKeS9700Ig%3D%3D&checksum=233348553754de16909f0914407a982fca9a654cc4ce","$35.16"
"Vintage 1996 Teletubbies Plush ORIGINAL BBC Tinkie Winkie Dipsy Laa-Laa Po SET","https://www.ebay.com/itm/Vintage-1996-Teletubbies-Plush-ORIGINAL-BBC-Tinkie-Winkie-Dipsy-Laa-Laa-Po-SET/312552268658?hash=item48c5912372:g:3GcAAOSwNFVcBvPJ","$59.70"
"Vintage 1998 Playskool Teletubbies TUMMY GLOW Laa Laa 13"" Plush Doll Teletubby","https://www.ebay.com/itm/Vintage-1998-Playskool-Teletubbies-TUMMY-GLOW-Laa-Laa-13-Plush-Doll-Teletubby/273812826063?hash=item3fc08427cf:g:OsAAAOSwaAlcXuMo:sc:USPSFirstClass!14221!US!-1","$14.99"
"❣NEW ~ TELETUBBIES 13"" Dancing PO ~ Singing Plush with Music N Poseable Arms ❣","https://www.ebay.com/itm/NEW-TELETUBBIES-13-Dancing-PO-Singing-Plush-with-Music-N-Poseable-Arms/133189179905?hash=item1f02b19a01:g:VOwAAOSwVHpcBCFH","$15.00"
"Playskool 1998 Mini Teletubbies Purple Tinky Winky 6"" Bean Bag PB2","https://www.ebay.com/itm/Playskool-1998-Mini-Teletubbies-Purple-Tinky-Winky-6-Bean-Bag-PB2/254408994263?hash=item3b3bf52dd7:g:smkAAOSwlXddvg5t","$11.80"
"Teletubbies Talking Plush Playskool 1998 Lot 4 in Box PO LALA DIPSY TINKY WINKY","https://www.ebay.com/itm/Teletubbies-Talking-Plush-Playskool-1998-Lot-4-in-Box-PO-LALA-DIPSY-TINKY-WINKY/254314142509?hash=item3b364ddb2d:g:Z48AAOSwBDhdPzDe","$80.10"
"Vtg Plush Teletubbie Po of the Teletubbies Eden 1998 & Scholastic Book 1999","https://www.ebay.com/itm/Vtg-Plush-Teletubbie-Po-of-the-Teletubbies-Eden-1998-Scholastic-Book-1999/264492643164?hash=item3d94fd735c:g:LGoAAOSwCtFdnVg6:sc:USPSFirstClass!14221!US!-1","$13.49"
"Lot 2 Teletubbies Yellow PO Red LaaLaa Plush Toy 1998 Playskool 13""","https://www.ebay.com/itm/Lot-2-Teletubbies-Yellow-PO-Red-LaaLaa-Plush-Toy-1998-Playskool-13/232803469611?hash=item36342b092b:g:iz0AAOSwSK1bEViL","$19.99"
"Teletubbies Red PO Mini plush 6"" Keychain Keyring Doll NWT Sealed Package","https://www.ebay.com/itm/Teletubbies-Red-PO-Mini-plush-6-Keychain-Keyring-Doll-NWT-Sealed-Package/223484874210?hash=item3408bc8de2:g:apYAAOSwTM5Yyx~s","$13.99"
"Teletubbies Keychain DIPSY Plush Clip-on Doll #3 McDonald Happy Meal Toy 2000","https://www.ebay.com/itm/Teletubbies-Keychain-DIPSY-Plush-Clip-on-Doll-3-McDonald-Happy-Meal-Toy-2000/323959638362?hash=item4b6d7fc95a:g:zTwAAOSwqiJb5~mc","$10.00"
"Teletubbies Dipsy 6"" Green Plush 1998 Stuffed Doll","https://www.ebay.com/itm/Teletubbies-Dipsy-6-Green-Plush-1998-Stuffed-Doll/264512117957?hash=item3d96269cc5:g:2G8AAOSwB09YLwQs","$9.99"
"Official Vintage 1998 ""LAA LAA"" Teletubbies Key Chain / Change Purse Plush Doll","https://www.ebay.com/itm/Official-Vintage-1998-LAA-LAA-Teletubbies-Key-Chain-Change-Purse-Plush-Doll/362775736620?hash=item54771e712c:g:H~YAAOSwZW5aBKen","$14.95"
"Playskool 1998 Teletubbies Talking Yellow Laa Laa Stuffed Plush 16 inches","https://www.ebay.com/itm/Playskool-1998-Teletubbies-Talking-Yellow-Laa-Laa-Stuffed-Plush-16-inches/303226436935?hash=item4699b43d47:g:wmwAAOSw8aBdLhBy","$17.99"
"Po Teletubbies 6 inch Super Soft Plush - Red","https://www.ebay.com/itm/Po-Teletubbies-6-inch-Super-Soft-Plush-Red/202751473733?hash=item2f34edf845:g:YZcAAOSw7ApdSnHq","$7.00"
"Vintage Plush 11-17"" Toys: TELETUBBIES, E.T., Berrenstain Bear, WILD THINGS, ALF","https://www.ebay.com/itm/Vintage-Plush-11-17-Toys-TELETUBBIES-E-T-Berrenstain-Bear-WILD-THINGS-ALF/352822592323?hash=item5225dd8343:m:mBW0GekAH8pZIWqFW2kR8Gw","$8.20 to $22.50"
"1998 Talking Playskool Teletubbies Yellow Lala Plush Doll (Speaker Works)","https://www.ebay.com/itm/1998-Talking-Playskool-Teletubbies-Yellow-Lala-Plush-Doll-Speaker-Works/333315185263?hash=item4d9b221a6f:g:EUkAAOSwRLVdbJtD","$22.00"
"Talking PO Teletubbies 13"" Plush Doll 2002 Toys R Us Red LC","https://www.ebay.com/itm/Talking-PO-Teletubbies-13-Plush-Doll-2002-Toys-R-Us-Red-LC/312686152159?hash=item48cd8c09df:g:pt0AAOSw3dtdHn3w","$15.17"
"Teletubbies Set of 4 Plush Beanie Mini Toys","https://www.ebay.com/itm/Teletubbies-Set-of-4-Plush-Beanie-Mini-Toys/333308155302?hash=item4d9ab6d5a6:g:F8kAAOSw5wVdZFFa","$45.00"
"Teletubbies Talking plush Doll Lala La La Yellow 16"" Talks Toy","https://www.ebay.com/itm/Teletubbies-Talking-plush-Doll-Lala-La-La-Yellow-16-Talks-Toy/223723600163?hash=item3416f73923:g:Mr4AAOSwwRldtgWP","$7.99"
"1998 PLAYSKOOL 12"" TELETUBBIES TINKY WINKY PURPLE PLUSH NIB","https://www.ebay.com/itm/1998-PLAYSKOOL-12-TELETUBBIES-TINKY-WINKY-PURPLE-PLUSH-NIB/202801629798?hash=item2f37eb4a66:g:1iQAAOSw7Wxdp1bv","$27.99"
"1998 Playskool Teletubbies Plush Laa Laa Yellow Soft Stuffed Toy 13”","https://www.ebay.com/itm/1998-Playskool-Teletubbies-Plush-Laa-Laa-Yellow-Soft-Stuffed-Toy-13/273945641489?hash=item3fc86ec211:g:3G4AAOSwY~VdO4C4","$18.99"
"Teletubbies Talking Plush Playskool 1998 Lot 4 in Box PO LALA DIPSY TINKY WINKY","https://www.ebay.com/itm/Teletubbies-Talking-Plush-Playskool-1998-Lot-4-in-Box-PO-LALA-DIPSY-TINKY-WINKY/163892567559?hash=item2628c21e07:g:M38AAOSwesBdl~4D","$112.50"
"Lot Of 3 Teletubbies 8"" Plush Tinky Winky Laa-Laa Po Red Yellow Purple","https://www.ebay.com/itm/Lot-Of-3-Teletubbies-8-Plush-Tinky-Winky-Laa-Laa-Po-Red-Yellow-Purple/153702199009?_trkparms=ispr%3D1&hash=item23c95d6ee1:g:KIMAAOSw4S1cfDU-&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVKaUV2FYHOnelQbv7ZOr%2FVg3C0bg6ylp%2BRKz%2BiMr%2BVv26z4UcuFQJtyXiwzk27C7ZcYBhCTZvu4ZjXMswpI%2FxDf9MzB17Qbl1%2Fs70jOupUO2HBPs0r0pZf2cVl8UucFxBkTipKhlVZagXyFseBDh4BEJEPmZ7bAEHeuwWP1hJWbdeBy%2F3HPq%2FurgC5UNkT%2FqOfDXT191qDiNSGJ5ppD7AwCc94HCwD43pYbD7C0g1kQVI0BfA5Goqp1EIofgiakcPXVrBPDvrIF0QeV6rqTKiEH9LsPSfh6%2FLq1HHURU5gQPrDtGYldMAjZfydHAW96PMfXTZjESyf3C4nVWUHcLtYB8bNj7JeKrr6hY89Q1T5rp7NTKf%2FJQ%2F0C6Q7nP6PY5J1yRgFp%2BIk04Gc4W0p8ZmpGRJ9QNZNmg4FE6YLXx0aHVdTCUNkVSPgkcD1kXAYl1TG8A8EZEMbIrWyzmkZ7bHolHK39TVpMHIznf2RBR%2FrDgh0wiNJPBhI6DP2zHYaBfzGGn4bXCbzodXcLtbEfZuRQ%2BEV4X4ftNeXLb%2BPxPhGeC0ITUG7V%2FuQPHDqgQbGPvNQadqxYD104aRMsXoaFTkx94yB74q%2BYE7lzEcvRLvB954Ou%2FQwLXODlWTMgKpy5G%2FGXZROpuACmcJ8LbHroNva548MXKHiYtF8H5AcIdxKYfLAKpd37wMKsA2f4cLgWM6nwMxM03cRewzyuxhQxjvREASbAWt%2BUbcvn5y61TGZxg%3D%3D&checksum=153702199009de16909f0914407a982fca9a654cc4ce&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qVKaUV2FYHOnelQbv7ZOr%2FVg3C0bg6ylp%2BRKz%2BiMr%2BVv26z4UcuFQJtyXiwzk27C7ZcYBhCTZvu4ZjXMswpI%2FxDf9MzB17Qbl1%2Fs70jOupUO2HBPs0r0pZf2cVl8UucFxBkTipKhlVZagXyFseBDh4BEJEPmZ7bAEHeuwWP1hJWbdeBy%2F3HPq%2FurgC5UNkT%2FqOfDXT191qDiNSGJ5ppD7AwCc94HCwD43pYbD7C0g1kQVI0BfA5Goqp1EIofgiakcPXVrBPDvrIF0QeV6rqTKiEH9LsPSfh6%2FLq1HHURU5gQPrDtGYldMAjZfydHAW96PMfXTZjESyf3C4nVWUHcLtYB8bNj7JeKrr6hY89Q1T5rp7NTKf%2FJQ%2F0C6Q7nP6PY5J1yRgFp%2BIk04Gc4W0p8ZmpGRJ9QNZNmg4FE6YLXx0aHVdTCUNkVSPgkcD1kXAYl1TG8A8EZEMbIrWyzmkZ7bHolHK39TVpMHIznf2RBR%2FrDgh0wiNJPBhI6DP2zHYaBfzGGn4bXCbzodXcLtbEfZuRQ%2BEV4X4ftNeXLb%2BPxPhGeC0ITUG7V%2FuQPHDqgQbGPvNQadqxYD104aRMsXoaFTkx94yB74q%2BYE7lzEcvRLvB954Ou%2FQwLXODlWTMgKpy5G%2FGXZROpuACmcJ8LbHroNva548MXKHiYtF8H5AcIdxKYfLAKpd37wMKsA2f4cLgWM6nwMxM03cRewzyuxhQxjvREASbAWt%2BUbcvn5y61TGZxg%3D%3D&checksum=153702199009de16909f0914407a982fca9a654cc4ce","$15.82"
"Playskool 1998 Talking Teletubbies Plush Tinky Winky Dipsy Laa-Laa 2x Po","https://www.ebay.com/itm/Playskool-1998-Talking-Teletubbies-Plush-Tinky-Winky-Dipsy-Laa-Laa-2x-Po/283616835134?_trkparms=ispr%3D1&hash=item4208e1763e:g:W~8AAOSw~QddgHTV&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXj0xNGEdl%2Fh4ftd98AIgvcaBU1ndq9Tzmzthj7E6QKeAWNAWywvIfupMFb5%2F5JZVESp1dGGGoBQtyiL7y377oCwR66w4NtEuWD94%2BYrrcuERvJJCk0SeBQX3AXK1DRpkkvfk31J%2B4rTZPo0%2F90VgwuXwx2HCxHUWFFPiuDD%2FlgLoJOIiGYBiuRSkfETSHjMw4rw9tv%2FN4PiXYsK6MZsZaFYWtFBxdbgSIthhh9bybow1GxTaM0tN%2FmMNazluFHiPAphCDDbaAiZC9Uy6Li0%2FYdw6CLg3z6ksTMUVrX1uUlJEUlJ1flIyeTNsKrzSmZqaPGsDpb8uf8MfqxE5QfTHQE3fshf%2BERUhIIXnqQo5XG%2FK8oyeBg2RUZWC2tw7SW0ZXUI0gLvblb2fCJM0%2FuWBKyXMA9Qwq9nnI6Q3myOcBPifAaR2V8UVN4U3DD9JcuP6NdV1J3QQVkGPto5ru2WDhWHne9SgvnTk71aSWd%2FlIegdyMMOMSK1bNrMhUkijg7D0A0cln3%2BjPZ%2FK61TAvUNGYTc%2BnlZbK5NS0r4%2FbPOrITWOM8creDAilM4bESIUbt9%2FpRMoQ2pu7iyM9ufDQwFO2BuQBU5b5S4gZCqMBzflaSBwj%2F1QTdRSBiovPe8Xrs6dkIUgjqUmmGJJQA%2Bf9S7OeoTsqvq4Ium0RXxzels5yVhZwKMoYZ%2BSFu95Zg1DdIsFciJjGhZIU08UfbUB1OUmGG2HzqGHuAnQU5x3ETucGsg%3D%3D&checksum=283616835134de16909f0914407a982fca9a654cc4ce&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXj0xNGEdl%2Fh4ftd98AIgvcaBU1ndq9Tzmzthj7E6QKeAWNAWywvIfupMFb5%2F5JZVESp1dGGGoBQtyiL7y377oCwR66w4NtEuWD94%2BYrrcuERvJJCk0SeBQX3AXK1DRpkkvfk31J%2B4rTZPo0%2F90VgwuXwx2HCxHUWFFPiuDD%2FlgLoJOIiGYBiuRSkfETSHjMw4rw9tv%2FN4PiXYsK6MZsZaFYWtFBxdbgSIthhh9bybow1GxTaM0tN%2FmMNazluFHiPAphCDDbaAiZC9Uy6Li0%2FYdw6CLg3z6ksTMUVrX1uUlJEUlJ1flIyeTNsKrzSmZqaPGsDpb8uf8MfqxE5QfTHQE3fshf%2BERUhIIXnqQo5XG%2FK8oyeBg2RUZWC2tw7SW0ZXUI0gLvblb2fCJM0%2FuWBKyXMA9Qwq9nnI6Q3myOcBPifAaR2V8UVN4U3DD9JcuP6NdV1J3QQVkGPto5ru2WDhWHne9SgvnTk71aSWd%2FlIegdyMMOMSK1bNrMhUkijg7D0A0cln3%2BjPZ%2FK61TAvUNGYTc%2BnlZbK5NS0r4%2FbPOrITWOM8creDAilM4bESIUbt9%2FpRMoQ2pu7iyM9ufDQwFO2BuQBU5b5S4gZCqMBzflaSBwj%2F1QTdRSBiovPe8Xrs6dkIUgjqUmmGJJQA%2Bf9S7OeoTsqvq4Ium0RXxzels5yVhZwKMoYZ%2BSFu95Zg1DdIsFciJjGhZIU08UfbUB1OUmGG2HzqGHuAnQU5x3ETucGsg%3D%3D&checksum=283616835134de16909f0914407a982fca9a654cc4ce","$54.99"
